               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,  metrics/car_mAP_50,  metrics/bus_mAP_50,metrics/other_truck_mAP_50,metrics/uhaul_truck_mAP_50,metrics/fedex_truck_mAP_50,metrics/ups_truck_mAP_50,metrics/amazon_truck_mAP_50,metrics/usps_truck_mAP_50
                 285,            0.015327,           0.0060066,           0.0028232,             0.86805,             0.77935,             0.82463,             0.57469,            0.014034,           0.0048705,           0.0025215,          0.00040372,          0.00040372,          0.00040372,             0.55512,             0.64198,             0.46865,             0.19465,              0.6517,             0.76676,             0.69677,             0.62191
                 286,            0.015357,           0.0057479,           0.0029943,             0.90911,             0.73899,             0.82606,             0.57656,            0.014058,           0.0048681,           0.0025034,          0.00040133,          0.00040133,          0.00040133,             0.55603,             0.65009,             0.48032,             0.20197,             0.66344,             0.76416,             0.68931,             0.60719
                 287,            0.014757,           0.0057596,           0.0026207,             0.89928,             0.74721,             0.82635,             0.57536,            0.014123,           0.0048679,           0.0025176,           0.0003991,           0.0003991,           0.0003991,             0.55101,             0.65248,             0.48162,             0.20398,             0.65732,             0.75778,             0.69041,             0.60829
                 288,            0.015259,            0.005997,           0.0027185,             0.90601,             0.73694,             0.82618,              0.5762,            0.014044,           0.0048762,           0.0025139,          0.00039703,          0.00039703,          0.00039703,             0.55735,             0.65241,             0.47379,             0.20825,             0.65157,             0.75923,             0.68357,             0.62344
                 289,            0.015049,           0.0059951,           0.0028477,             0.90825,             0.73809,             0.82554,             0.57724,             0.01406,           0.0048756,           0.0025009,           0.0003951,           0.0003951,           0.0003951,             0.55466,             0.65142,             0.48195,             0.20627,             0.65256,             0.76399,             0.68797,             0.61908
                 290,            0.015114,           0.0059602,           0.0027111,             0.87023,              0.7819,             0.82539,             0.57362,            0.014105,           0.0048837,           0.0024835,          0.00039333,          0.00039333,          0.00039333,             0.55291,             0.64834,             0.47862,             0.21161,             0.64714,             0.75313,              0.6843,             0.61291
                 291,            0.014706,            0.005668,           0.0024841,             0.90746,             0.74164,             0.82906,             0.57627,            0.014132,           0.0048928,           0.0024438,          0.00039171,          0.00039171,          0.00039171,             0.55301,             0.63692,             0.48164,             0.22174,             0.64701,             0.76797,              0.6915,             0.61036
                 292,            0.014725,            0.005892,           0.0026768,             0.87028,             0.78344,             0.83179,             0.57989,             0.01404,           0.0048962,           0.0024203,          0.00039025,          0.00039025,          0.00039025,             0.55651,             0.64069,             0.48339,              0.2205,             0.65578,             0.76463,             0.69036,             0.62727
                 293,             0.01515,           0.0057533,           0.0028508,             0.90134,             0.75198,             0.82957,             0.57518,            0.014058,           0.0048958,           0.0024355,          0.00038894,          0.00038894,          0.00038894,             0.55759,              0.6469,              0.4871,             0.20428,             0.65849,             0.74497,             0.68831,             0.61378
                 294,            0.015054,           0.0058013,           0.0028861,              0.8879,             0.77098,             0.83101,              0.5797,            0.014129,           0.0048937,           0.0024558,          0.00038778,          0.00038778,          0.00038778,              0.5553,             0.64754,             0.49194,             0.21205,             0.66616,             0.75886,             0.69239,             0.61335
                 295,            0.014927,           0.0057864,           0.0028323,             0.90473,             0.75783,             0.82939,             0.57731,              0.0141,           0.0048932,           0.0024457,          0.00038678,          0.00038678,          0.00038678,             0.55894,             0.64466,             0.48472,              0.2136,             0.67067,             0.75199,             0.67793,             0.61596
                 296,            0.014869,           0.0060222,           0.0025217,             0.88254,             0.77382,              0.8287,             0.57698,            0.014107,           0.0048956,           0.0024676,          0.00038593,          0.00038593,          0.00038593,             0.55455,              0.6431,             0.47734,             0.21317,             0.66551,             0.75297,             0.68923,             0.61996
                 297,            0.015097,           0.0061459,           0.0028455,             0.89641,             0.75224,             0.82808,             0.57696,            0.014049,           0.0048895,           0.0024483,          0.00038524,          0.00038524,          0.00038524,             0.55815,             0.64826,              0.4787,             0.21666,              0.6594,             0.75539,             0.68468,             0.61442
                 298,            0.015257,           0.0059967,           0.0027264,             0.88874,             0.77573,             0.82915,             0.57835,            0.014024,           0.0048857,            0.002454,          0.00038469,          0.00038469,          0.00038469,             0.55686,             0.64847,             0.48165,             0.21615,             0.65669,             0.75559,             0.68843,             0.62294
                 299,            0.014419,           0.0056043,           0.0024795,              0.8824,             0.76741,             0.83264,             0.58075,            0.014028,           0.0048776,            0.002465,          0.00038431,          0.00038431,          0.00038431,             0.55379,             0.65053,             0.48705,              0.2365,             0.65822,             0.76129,             0.68759,             0.61101
